gene_symbol,log2FoldChange,pvalue
Got1,0.044199706,0.99999707
Gm9939,0.008805018,0.99999707
Maf1,-0.063846854,0.99999707
A730061H03Rik,-0.037751349,0.99999707
Lars,0.080377103,0.99999707
Insrr,0.064251204,0.99999707
RP23-159E10.1,0.017031003,0.99999707
Ubqln4,-0.016360334,0.99999707
Ascc2,-0.048137516,0.99999707
Napepld,-0.062617878,0.99999707
Zfp74,0.0088846,0.99999707
Zfp87,-0.071837596,0.99999707
3110070M22Rik,-0.025494138,0.99999707
Aldh4a1,0.057621317,0.99999707
Taf1b,-0.10738483,0.99999707
Hist3h2a,0.118853021,0.891851681
Gm37772,0.002657344,0.99999707
Herc4,0.024582647,0.99999707
1700030J22Rik,0.145746665,0.63091191
Ythdf1,-0.071892879,0.99999707
Gnpnat1,-0.02658925,0.99999707
Rab5b,0.110362622,0.99999707
Ttc37,0.094263232,0.99999707
Rnf2,-0.05085165,0.99999707
Gm45109,-0.006058382,0.99999707
Mybl1,-0.07216262,0.99999707
Wdr81,0.009455998,0.99999707
St6galnac3,0.021020119,0.99999707
Msto1,-0.021483191,0.99999707
Pkd2,0.03356745,0.99999707
Gm11652,-0.11463029,0.99999707
Dgkd,-0.02907763,0.99999707
Spcs1,0.005004572,0.99999707
Got2,0.068660678,0.99999707
Ubqln1,0.140851463,0.446340708
Gm38319,-0.04813566,0.99999707
4933430A20Rik,0.02370418,0.99999707
Gm37962,-0.009403333,0.99999707
Il1f9,0.01068055,0.99999707
Gm8724,-0.044145133,0.99999707
Fxn,0.001245726,0.99999707
Gm12247,-0.006599112,0.99999707
Btla,-0.012797323,0.99999707
Gm9142,-0.062355312,0.99999707
1110032A03Rik,0.140781748,0.927529373
Herc3,0.048629944,0.99999707
Tbx19,0.072109311,0.914208437
Gm3839,0.283470354,0.046482721
Dhcr7,-0.035367612,0.99999707
Afg3l2,-0.072525182,0.99999707
Nxpe4,0.06148383,0.99999707
Gm29199,0.027408836,0.99999707
Snw1,-0.017702208,0.99999707
Gm9727,0.037509338,0.99999707
Igsf10,-0.027919056,0.99999707
Atp1b3,0.035257208,0.99999707
St3gal2,-0.180683505,0.283111036
Sgpp1,-0.096559724,0.99999707
CH25-588N10.2,-0.034861609,0.99999707
Fth-ps2,0.044302596,0.99999707
Sh3rf1,0.048005386,0.99999707
Oas1a,0.084218952,0.99999707
Gm8093,-0.025110995,0.99999707
Gm15583,0.011911752,0.99999707
Gm44699,-0.010804278,0.99999707
Abhd17b,0.062418555,0.99999707
Prex2,0.020707754,0.99999707
Acad12,-0.077997139,0.99999707
Trf,-0.016594949,0.99999707
Slc38a10,-0.023548632,0.99999707
P4htm,0.02336332,0.99999707
Stim1,-0.014487175,0.99999707
Maz,0.074444354,0.99999707
Hes6,0.093125773,0.99999707
Abi2,-0.257137757,0.133147772
Golph3l,-0.016965372,0.99999707
Map2k4,-0.066377279,0.99999707
Gm15792,-0.016633402,0.99999707
E130307A14Rik,-0.011720864,0.99999707
Carmil2,0.042237307,0.99999707
Ldhb,0.040984302,0.99999707
Gm21542,-0.022503226,0.99999707
H2-Q2,-0.02980818,0.99999707
Dnmt3bos,0.051458979,0.99999707
Trp53i11,-0.092558564,0.99999707
Gm37246,-0.046283376,0.99999707
Gm3222,-0.042103438,0.99999707
Ncf4,0.027877938,0.99999707
E430014B02Rik,0.020339393,0.99999707
Xpo6,-0.016590894,0.99999707
Zfp300,-0.000809614,0.99999707
Rps12-ps10,-0.058034309,0.99999707
Tyw5,0.132980274,0.975678505
Gm23802,0.181748317,0.660251746
Gm11945,-0.033532431,0.99999707
R3hdm4,0.010973919,0.99999707
Gm2420,0.077016517,0.99999707
Plekha7,0.040631165,0.99999707
Gm4874,-0.012966943,0.99999707
Rev3l,0.042744326,0.99999707
Zfp652,-0.053310315,0.99999707
Clrn3,0.022103031,0.99999707
Ndufs5,-0.013426434,0.99999707
Gm42903,0.013636146,0.99999707
Srp54b,0.109628466,0.99999707
Cyp2r1,-0.004797183,0.99999707
Bcs1l,0.056296576,0.99999707
Gm45640,-0.064049465,0.99999707
Cyb5r1,0.101089522,0.99999707
Zfp709,0.129492858,0.99999707
Srsf2,-0.055919845,0.99999707
Ms4a4c,0.096802908,0.99999707
Prss57,-0.032470208,0.99999707
Zfp598,-0.042112617,0.99999707
St6galnac4,0.028539849,0.99999707
Suclg2,0.074815309,0.99999707
Gm26734,-0.077913378,0.99999707
Ptcd1,-0.101075208,0.994575862
Gm26877,0.067294074,0.99999707
Bahd1,0.006024473,0.99999707
n-R5s192,0.003315531,0.99999707
Kbtbd6,-0.051463042,0.99999707
Phf14,-0.011094643,0.99999707
Mrm1,-0.132124728,0.946511088
Gm37264,0.017155448,0.99999707
Atp2b4,-0.034956287,0.99999707
Gm45251,0.094712957,0.99999707
Sertad2,0.080440996,0.99999707
Zcrb1,0.021237483,0.99999707
Zfp146,0.070896526,0.99999707
Gm42722,-0.048409303,0.99999707
Cgrrf1,0.00674994,0.99999707
Prkrir,-0.07686098,0.99999707
Jmjd1c,0.077308431,0.99999707
Rab1a,0.00722017,0.99999707
Gm13641,0.380780443,0.002350958
Gm14636,0.004704763,0.99999707
Adh5,0.02726518,0.99999707
RP24-254A5.4,-0.016996976,0.99999707
Prr7,-0.010104913,0.99999707
Afmid,0.226008439,0.299730183
4831440E17Rik,0.131964623,0.884629255
Tbxa2r,0.048146363,0.99999707
Atg10,-0.051119698,0.99999707
Comt,0.194635333,0.232888226
Zfp992,-0.205642405,0.487804852
Pank2,-0.026695068,0.99999707
Ctsl,0.025920601,0.99999707
Zdhhc24,0.021232634,0.99999707
Gm12502,0.130971993,0.964533825
Sigmar1,-0.017886933,0.99999707
Prkcsh,0.114839559,0.884629255
Cbfa2t2-ps1,-0.059939249,0.99999707
C230035I16Rik,-0.115039136,0.979942677
Gm45424,-0.054564724,0.99999707
Gm16740,0.152882187,0.82910074
Alg1,-0.131126375,0.568352854
Thap2,-0.019848554,0.99999707
Gm28707,-0.102398548,0.891851681
Mfsd11,-0.12153957,0.99999707
Gm25360,0.125262572,0.99999707
Gm35013,0.014863642,0.99999707
A930035D04Rik,-0.015912792,0.99999707
Uba6,0.00079883,0.99999707
Gm7909,0.107061525,0.99999707
Fam132a,0.085544327,0.99999707
Hmbs,0.041716917,0.99999707
Tmem136,0.001911023,0.99999707
Alpk2,0.07585294,0.99999707
Nkain1,0.129142809,0.568352854
Gm11110,-0.067202273,0.99999707
Gm11878,-0.00040383,0.99999707
Jade3,-0.008766178,0.99999707
E030037K01Rik,-0.124820587,0.99999707
B4galnt1,-0.068831627,0.99999707
Gm38030,-0.044151951,0.99999707
Egln2,-0.072338186,0.868733309
Slfn4,-0.002628071,0.99999707
Gm7132,0.001493145,0.99999707
Ddrgk1,-0.062195892,0.99999707
Srsf11,0.158339731,0.838886254
Ighv1-23,0.023884072,0.99999707
Emc2,0.049500729,0.99999707
Ankrd17,0.001174865,0.99999707
Guca2a,0.050029789,0.99999707
Arhgef40,-0.035546572,0.99999707
Gm8276,0.010994907,0.99999707
Gm37422,-0.220083619,0.075133028
Lcmt2,2.1,1.94E-26
Gm45058,-0.078355764,0.99999707
Prkag3,0.415286469,0.000134837
Pde6d,0.026389945,0.99999707
Zbtb46,0.01884751,0.99999707
Mtf1,-0.116668755,0.99999707
Tagap1,0.002407471,0.99999707
Smg6,-0.097234382,0.99999707
Cyp4f17,0.005894097,0.99999707
Gm44175,-0.037685992,0.99999707
Gm7734,0.038630506,0.99999707
Kat5,-0.003743605,0.99999707
Gm6366,0.161246526,0.542241499
Gm5539,-0.005886827,0.99999707
Ints5,0.030156669,0.99999707
Nod1,-0.007002137,0.99999707
Rbm4b,-0.106136229,0.99999707
Npc2,-0.005480695,0.99999707
Ap2m1,0.151972708,0.841492314
Pax9,-0.023411413,0.99999707
E2f1,-0.053995164,0.99999707
Wsb2,0.051093729,0.99999707
Slc48a1,0.080519668,0.99999707
Pbx1,0.036166933,0.99999707
Zfp568,-0.133033977,0.987266254
Dhrs13os,0.050464534,0.99999707
D930028M14Rik,0.017630615,0.99999707
Gm17981,0.093212486,0.991394626
Gm14107,-0.049764284,0.99999707
Rpsa-ps3,0.046430486,0.99999707
Nup210l,0.006057942,0.99999707
Slc23a1,-0.036837282,0.99999707
Gnb5,-0.03005561,0.99999707
4930529C04Rik,-0.071178353,0.99999707
Wdr86,0.038025522,0.99999707
Gm13477,-0.018304317,0.99999707
Baz1a,0.084306145,0.99999707
Rgs19,-0.061755022,0.99999707
C430002N11Rik,-0.029705235,0.99999707
Hs3st3b1,-0.152554653,0.385450903
Bcl2l11,-0.062133528,0.99999707
Gm11399,0.02611884,0.99999707
Ccdc71,0.063281449,0.973433571
Stpg4,0.114912186,0.99999707
Gm14827,0.013884668,0.99999707
Gm43051,0.001114577,0.99999707
Tmem30a,0.005961354,0.99999707
Rer1,-0.072819684,0.896976581
Art4,-0.030560309,0.99999707
F8a,-0.049540857,0.99999707
Gm12346,0.001435312,0.99999707
Tmem14c,0.080973138,0.99999707
Strbp,-0.024221781,0.99999707
Gm38299,0.036084642,0.99999707
Gm17024,0.027565604,0.99999707
Gm9061,0.012841076,0.99999707
Gm44629,-0.004365369,0.99999707
Hspa14,-0.026671619,0.99999707
Gm5812,0.045887581,0.99999707
Ighv2-9-1,-0.003690142,0.99999707
Aar2,0.0255465,0.99999707
Akt2,0.025937773,0.99999707
Gm24617,-0.048833148,0.99999707
Clec4d,0.005562512,0.99999707
Ttc30a1,-0.038455271,0.99999707
Irs1,-0.022763353,0.99999707
Gm19040,-0.054376204,0.99999707
Tsnaxip1,-0.064553005,0.99999707
Gm43304,-0.028511454,0.99999707
Ston2,-0.064624421,0.99999707
Ncl,-0.012921508,0.99999707
Dhcr24,-0.004064358,0.99999707
Gm37893,-0.046468896,0.99999707
Nxt2,-0.023427995,0.99999707
Gm16296,0.081712321,0.889914459
Eif5a,0.060535141,0.99999707
Gm4482,0.162813717,0.800532668
Gm9008,0.036017415,0.99999707
Slc2a4,-0.076105003,0.99999707
Ptar1,-0.005237511,0.99999707
Nxnl2,-0.046777037,0.99999707
Gar1,0.018698468,0.99999707
Gm8225,-0.095282165,0.99999707
Bmpr2,-0.073960271,0.99999707
Prr14,-0.083154315,0.99999707
Ttc36,-0.000179142,0.99999707
Crebbp,0.011297164,0.99999707
Med13,-0.061560139,0.99999707
Smc5,0.229658226,0.302799957
D1Ertd622e,0.056074476,0.99999707
Eps8l2,-0.052878686,0.99999707
Gm5350,-0.086121864,0.99999707
Nhs,-0.005756868,0.99999707
Pigyl,0.041823101,0.99999707
Gm2237,0.012037018,0.99999707
Pcca,-0.149732489,0.572629897
Trap1,-0.221586463,0.366968826
Reps1,-0.380585812,0.003962811
Serpinf2,-0.017732966,0.99999707
Gm5787,0.018161073,0.99999707
Cnpy2,0.052097705,0.99999707
D5Ertd579e,-0.022594805,0.99999707
Gm11221,0.067005307,0.99999707
Tmem82,-0.108230621,0.99999707
Gpr155,-0.019311918,0.99999707
Pus3,0.066864733,0.99999707
Dennd4b,-0.019871544,0.99999707
Zfp688,-0.282071535,0.015148718
Mon1a,0.117112619,0.99999707
Cops6,-0.067117685,0.99999707
Mapkapk5,0.102043861,0.99999707
Tmem184c,0.042981742,0.99999707
Gm5544,-0.010090394,0.99999707
Cers6,0.149658177,0.615049997
Wdr83os,0.033857322,0.99999707
Vars2,0.021616438,0.99999707
Prpf18,-0.004218525,0.99999707
Gm15678,0.013628647,0.99999707
Hibadh,0.118065251,0.99999707
Lztfl1,0.148005455,0.818320918
Gm8648,0.028696927,0.99999707
Gm23300,0.072319152,0.99999707
Gm6119,-0.132804032,0.930665147
Igkv4-57,-0.08746949,0.99999707
Herc2,0.081140479,0.99999707
Aurka,0.004316392,0.99999707
Brd9,0.003571237,0.99999707
Gpd1,-0.03204214,0.99999707
Ighv1-16,-0.044096108,0.99999707
Mamdc4,-0.332431285,0.000619047
Tlk1,0.025035866,0.99999707
Atp6ap2,-0.003951321,0.99999707
Sfn,0.326667903,0.026402748
Fbxo47,-0.031536517,0.99999707
BC022960,0.013334938,0.99999707
Gm16933,0.050582772,0.99999707
Gm9821,0.037332251,0.99999707
Snx33,0.034595363,0.99999707
1700023H06Rik,0.004816205,0.99999707
Exd1,-0.084815062,0.99999707
Gm22154,-0.106275529,0.99999707
Gm7222,0.023600652,0.99999707
Ehd2,-0.063746721,0.99999707
Gm6794,-0.039247255,0.99999707
Gm14025,0.254313522,0.168956864
Hrh2,-0.035780246,0.99999707
4930471M09Rik,0.092617524,0.99999707
Gm22571,0.011158337,0.99999707
Prrt2,-0.076952547,0.99999707
Skap1,0.022005783,0.99999707
Tubb4a,0.066379813,0.99999707
Mcpt8,-0.017745083,0.99999707
Acaa2,0.038088211,0.99999707
Gm5608,0.036315569,0.99999707
Gm27960,0.078866224,0.99999707
Galnt15,0.02500638,0.99999707
Fkbp11,-0.043762818,0.99999707
Tcirg1,0.018231017,0.99999707
Eef2k,-0.036288167,0.99999707
Pot1a,0.081719483,0.99999707
Tnfaip2,0.09501866,0.980699013
Mreg,-0.068655087,0.99999707
Gm26361,0.020665541,0.99999707
RP23-350M23.5,0.039529558,0.99999707
Cerkl,0.111105092,0.986562769
Cyth4,-0.007253446,0.99999707
Dusp6,-0.005255767,0.99999707
RP24-247A8.8,-0.041421559,0.99999707
Rptor,0.042982299,0.99999707
3110009E18Rik,-0.000565762,0.99999707
Gm23964,-0.102274898,0.969862288
Gm38155,-0.039937696,0.99999707
Trpc5os,-0.027765022,0.99999707
Tubgcp6,-0.115394789,0.692643444
Ltbr,-0.04910925,0.99999707
1700006J14Rik,0.156276955,0.439644485
Commd9,-0.006197338,0.99999707
Rsg1,0.050543706,0.99999707
Dvl1,-0.003576644,0.99999707
Rangrf,-0.04334847,0.99999707
Bbx,0.086357009,0.99999707
Gnb2,-0.057701138,0.99999707
Rwdd1,0.033047661,0.99999707
Gm44951,-0.032589281,0.99999707
Lrrc28,0.016211594,0.99999707
Magi3,-0.01403271,0.99999707
Fh1,-0.073039006,0.993161117
Dennd3,-0.030888912,0.99999707
Gcnt2,-0.034790529,0.99999707
Dok2,0.042901508,0.99999707
Gm16394,-0.126605448,0.932730617
Nsg2,0.069489682,0.99999707
Anp32a,0.078877175,0.99999707
Mapkap1,0.026483321,0.99999707
Aim1,0.034345368,0.99999707
Gm26923,-0.05735149,0.99999707
Pyurf,0.222382138,0.347355213
Gm42878,-0.1164982,0.99999707
Gp5,-0.05339389,0.99999707
1500009L16Rik,0.046934533,0.99999707
Igkv4-81,0.01999942,0.99999707
Tspyl4,-0.162716419,0.73846358
Nfatc2,0.026743519,0.99999707
Chek1,0.078855361,0.99999707
Slc19a1,-0.087642643,0.99999707
Cbwd1,-0.073030034,0.99999707
Matn4,-0.05348636,0.99999707
Mbtps1,-0.002679775,0.99999707
Jun,-0.019397553,0.99999707
Cep112,-0.0595178,0.99999707
Gm16074,0.058858722,0.99999707
Mmgt1,-0.009118492,0.99999707
Fhl3,0.022039329,0.99999707
Borcs5,0.072357291,0.99999707
Gm15793,0.018978803,0.99999707
Nle1,0.085739532,0.99999707
Gm9938,0.005883168,0.99999707
Rpa2,-0.01774188,0.99999707
Epha8,-0.063132722,0.99999707
Ust,-0.083892576,0.99999707
Gm31749,0.032941553,0.99999707
Gm12882,0.034301026,0.99999707
Snord32a,-0.015943927,0.99999707
Srgap3,0.022251358,0.99999707
Gm12850,0.035408762,0.99999707
AK010878,-0.069123676,0.99999707
Tox4,0.002805717,0.99999707
Pdzd7,0.001445279,0.99999707
Gm42811,0.004258155,0.99999707
Zfp53,-0.020482619,0.99999707
Gm36937,0.080911337,0.99999707
Ss18l1,0.193123793,0.586009994
Ighv2-4,-0.015460191,0.99999707
Rmi1,0.03803564,0.99999707
Mospd4,-0.025494302,0.99999707
Arl5b,-0.046637544,0.99999707
Cluh,0.026031487,0.99999707
Gm25405,0.029159372,0.99999707
Adam3,-0.042263789,0.99999707
Ctsg,0.171173837,0.323744997
2310039L15Rik,-0.051722107,0.99999707
Lpcat2,-0.011443084,0.99999707
WI1-1203N12.2,0.017272837,0.99999707
Ifit1,-0.024856039,0.99999707
Supt7l,0.118557347,0.99999707
Hint3,-0.11067387,0.99999707
Aff1,-0.01200552,0.99999707
Cct7,-0.104234128,0.99999707
Fam169b,0.02369073,0.99999707
Gm13315,0.057568383,0.99999707
Nme1,-0.09122331,0.99999707
Gm42998,-0.083709642,0.99999707
Capn10,0.056615263,0.99999707
Adam12,-0.011088466,0.99999707
Grpel1,-0.020260869,0.99999707
Lin7b,0.006371289,0.99999707
Ighv1-49,0.012829766,0.99999707
Fkbp2,-0.027936882,0.99999707
Cog8,-0.010021091,0.99999707
Cxadr,-0.083244231,0.99999707
Mthfd1,0.372148587,0.003628417
4930413G21Rik,-0.034876352,0.99999707
Plcb4,0.015217956,0.99999707
Gm14001,-0.07128776,0.99999707
Ccdc64,0.329120661,0.017299953
Nol12,0.002173897,0.99999707
Usp4,-0.085065108,0.99999707
4632404H12Rik,-0.095085501,0.891241783
Cyp4f16,0.044411561,0.99999707
Gm20496,0.062955404,0.99999707
Elane,0.027664068,0.99999707
Mtif3,-0.025554874,0.99999707
Gm13394,0.071294531,0.99999707
Rnaset2b,-0.040412994,0.99999707
Zfp931,0.02290534,0.99999707
Stx12,-0.054480328,0.99999707
A630035G10Rik,-0.111246339,0.99999707
6430573P05Rik,-0.009056532,0.99999707
Cyhr1,0.003497004,0.99999707
4833407H14Rik,0.177914189,0.409410736
Rab11b-ps2,-0.09555414,0.99999707
Pdp2,-0.070942949,0.99999707
Exosc10,-0.033766371,0.99999707
Srgap2,0.146475607,0.888867122
RP23-451H9.2,-0.009857563,0.99999707
Gm42463,-0.027458089,0.99999707
Gm12481,-0.040184663,0.99999707
Pacs1,-0.0320857,0.99999707
Pcdhgc5,-0.130073049,0.967650314
Gm38250,0.031752417,0.99999707
Ildr1,0.021254453,0.99999707
Rogdi,0.035848828,0.99999707
Gm15857,0.011609341,0.99999707
Calr,-0.09173076,0.99999707
Ftx,-0.00287375,0.99999707
Ncoa5,-0.003158064,0.99999707
Calr-ps,0.012786079,0.99999707
Gt(ROSA)26Sor,0.003721413,0.99999707
Bdp1,0.04817001,0.99999707
Tma7,0.060938442,0.99999707
Zfp385a,-0.02046281,0.99999707
Gm13359,0.053807231,0.99999707
Gemin2,0.178441294,0.704611227
Ighv12-3,-0.051619282,0.99999707
Gm8319,-0.019479886,0.99999707
Gm13423,-0.046311238,0.99999707
Gm36445,-0.064322318,0.99999707
Gm37568,0.046238508,0.99999707
Psd3,-0.093398485,0.99999707
Zfp109,-0.024025702,0.99999707
Gm12479,0.291208811,0.056325788
Cfap20,0.035284646,0.99999707
Atp6v1g2,-0.031897893,0.99999707
Sf3a1,-0.023164075,0.99999707
Gm44335,-0.073362607,0.99999707
Hdgfrp3,-0.010981153,0.99999707
Rgp1,-0.052640296,0.99999707
Ank2,0.090610542,0.99999707
RP24-132F13.1,-0.019614667,0.99999707
Gm9435,-0.010794508,0.99999707
Setbp1,0.162605088,0.160267188
Nupr1,0.037367596,0.99999707
Asprv1,-0.118456531,0.99999707
Gm12987,0.005340716,0.99999707
Dym,0.069576983,0.99999707
Etfdh,0.014287258,0.99999707
Syngr2,-0.045710992,0.99999707
Zfp740,0.080913332,0.99999707
Gm5759,0.002713331,0.99999707
Gm7613,0.038796678,0.99999707
Zfp771,-0.009106776,0.99999707
Ifngr2,0.057919966,0.99999707
Tgfbr3,-0.074109897,0.99999707
Mospd1,0.016094923,0.99999707
Hdac4,0.104428928,0.99999707
Sdccag3,-0.058580332,0.99999707
Lix1,-0.015218547,0.99999707
Uspl1,0.050772965,0.99999707
C2cd3,-0.163175368,0.657082297
Rufy1,0.014535282,0.99999707
Armcx3,-0.073198197,0.99999707
Fam65a,-0.060395367,0.99999707
Ifi207,-0.001680734,0.99999707
Gm3739,0.021077656,0.99999707
Gm14388,-0.01147248,0.99999707
Gm4890,-0.018204374,0.99999707
Lipo2,0.018378038,0.99999707
Baz1b,0.018591911,0.99999707
Tfpi,0.058396561,0.99999707
Gm23138,-0.136758064,0.979942677
Tmem41b,-0.006371161,0.99999707
Gm12430,0.063822499,0.99999707
Kcns1,0.044301845,0.99999707
Ubash3a,0.008729558,0.99999707
Sptbn4,0.049732408,0.99999707
Gm15728,0.011907823,0.99999707
Egr3,0.016343243,0.99999707
Zmynd10,-0.016163711,0.99999707
Iigp1,0.077510358,0.99999707
Glt8d2,0.004692455,0.99999707
Gm42658,-0.072443678,0.99999707
Gm21092,0.075534004,0.99999707
Ppargc1b,-0.179404289,0.2494796
Rnf43,0.0448917,0.99999707
Tceal1,0.041785345,0.99999707
Bank1,-0.035935056,0.99999707
Gm11875,0.020857421,0.99999707
Gm26692,-0.02339534,0.99999707
Il21r,-0.039061567,0.99999707
Tfe3,-0.005906371,0.99999707
Elk4,-0.032509146,0.99999707
Dhrs1,0.085675982,0.99999707
Gm19409,-0.040265809,0.99999707
Ube2v2,-0.044623968,0.99999707
Fam57b,0.091122258,0.99999707
Gk5,0.007315116,0.99999707
Gm45293,0.003418868,0.99999707
Polr3f,-0.031077312,0.99999707
Gm13489,-0.588054944,1.45E-09
Dgkh,0.016074335,0.99999707
Ranbp3,0.029904187,0.99999707
Slc25a1,0.033973119,0.99999707
Gm18688,-0.002250867,0.99999707
Abcc2,-0.038435147,0.99999707
Gm18669,0.024134382,0.99999707
Gm38257,0.094687855,0.99999707
Rbp4,-0.018204011,0.99999707
Ighv5-2,0.035926284,0.99999707
Ska1,-0.031710834,0.99999707
Ino80dos,-0.251646429,0.213106948
Ms4a2,0.044763569,0.99999707
Calr3,-0.010322992,0.99999707
S100a16,-0.15440837,0.868733309
Cym,0.080446689,0.975678505
Camsap1,-0.006002993,0.99999707
Peg13,-0.070588815,0.99999707
Clcn5,0.04242539,0.99999707
Ccdc97,-0.005447105,0.99999707
Cd9,-0.042696409,0.99999707
Tmem150c,0.006167378,0.99999707
Ighv5-9,0.051772272,0.99999707
Gm6931,0.104026361,0.99999707
Sec14l5,0.110997108,0.99999707
Fbxo10,-0.005339754,0.99999707
Gm44686,-0.010549232,0.99999707
Prdm9,-0.149557635,0.886741569
Gm37116,0.037446584,0.99999707
Pilrb2,-0.024148486,0.99999707
B230208H11Rik,-0.059062341,0.99999707
Myo9b,0.018874139,0.99999707
Flot1,0.033551019,0.99999707
Zfp623,0.01956602,0.99999707
4930412F12Rik,-0.022029642,0.99999707
Mtif2,0.043141632,0.99999707
Cd209a,-0.115952628,0.954248178
Gm9899,0.106238154,0.99999707
Gm15411,-0.111246368,0.884629255
Zmym6,-0.090775932,0.99999707
Cds2,-0.029780538,0.99999707
Ints8,-0.050645958,0.99999707
Slc39a14,-0.02121252,0.99999707
Gm17102,-0.06872678,0.99999707
Mir687,-0.01829215,0.99999707
Gm2676,-0.082961051,0.980699013
4930481B07Rik,-0.089228006,0.99999707
Clasrp,0.028250654,0.99999707
Ireb2,-0.040298086,0.99999707
Gm16436,-0.049758722,0.99999707
Gm8661,0.082775708,0.99999707
Gm4799,0.031576375,0.99999707
Gm14963,0.0000127,0.99999707
Gm45153,0.034532386,0.99999707
Mir301,-0.04546857,0.99999707
Gng10,-0.093819133,0.99999707
Gtf2ird2,0.076655947,0.99999707
Lrpap1,0.028672881,0.99999707
Arxes2,0.029270577,0.99999707
Lamtor4,0.0000143,0.99999707
Cbln1,-0.051630416,0.99999707
Nbas,-0.143230063,0.884629255
Ncbp3,-0.009290962,0.99999707
Gm38204,-0.0000977,0.99999707
Jmjd7,0.005531773,0.99999707
Zfp493,-0.092697567,0.99999707
Orc3,-0.052425812,0.99999707
6330562C20Rik,0.034237613,0.99999707
Ighv1-18,-0.036335524,0.99999707
Gm42893,-0.074940539,0.99999707
Gm43155,-0.027084062,0.99999707
Gm4117,-0.005842531,0.99999707
Cpne1,0.003449562,0.99999707
Prps2,-0.079656611,0.99999707
Mir6991,0.042564645,0.99999707
Gm14730,0.261945285,0.168956864
Snrpc,0.042237111,0.99999707
Phf7,-0.005528281,0.99999707
Ppp2r2d,0.000952022,0.99999707
Gm2000,-0.035511454,0.99999707
Zfp599,-0.011721427,0.99999707
Poldip2,0.037072297,0.99999707
Olfr374,-0.054789229,0.99999707
Arhgap11a,-0.080370752,0.99999707
Cox6b1,0.007868292,0.99999707
Ndufb2,0.053280328,0.99999707
Gm43815,0.033622302,0.99999707
B130034C11Rik,-0.009339382,0.99999707
Gtsf1,-0.086385744,0.99999707
Mum1,-0.424466955,0.00047666
Kctd7,-0.011927998,0.99999707
Dse,0.074080496,0.99999707
Gm10156,-0.151702092,0.478468809
Gm37285,-0.025432048,0.99999707
Riok1,-0.013894832,0.99999707
Gm26797,-0.038899684,0.99999707
Galk2,-0.05153947,0.99999707
D17Wsu92e,-0.145844976,0.792624292
Brat1,0.073986748,0.99999707
Stard13,-0.059458059,0.99999707
AW011738,-0.051940239,0.99999707
Stk38,-0.05971407,0.99999707
Psme1,-0.024848373,0.99999707
Gm15645,0.029708929,0.99999707
Gm38043,0.00105139,0.99999707
Mfsd6,-0.060446154,0.99999707
Arsk,0.056599742,0.99999707
Sclt1,-0.001546911,0.99999707
Gm4373,-0.135917438,0.980699013
Yipf4,-0.053861676,0.99999707
Mtr,0.006644099,0.99999707
Becn1,0.003063366,0.99999707
Gm23182,-0.10153908,0.99999707
9230104M06Rik,-0.084792621,0.99999707
Arcn1,0.053134776,0.99999707
6720482G16Rik,0.015896134,0.99999707
Sipa1l2,-0.060674772,0.99999707
Gm5417,0.077908528,0.99999707
Mrpl48,0.046760677,0.99999707
4933408J17Rik,0.001201977,0.99999707
Asun,-0.083588476,0.99999707
Gm11524,0.075523739,0.99999707
Sgms1,0.054735996,0.99999707
Crls1,-0.171345765,0.719317118
AI314180,-0.080408427,0.99999707
Rab11b,-0.096838746,0.99999707
Rps12-ps7,-0.021609723,0.99999707
A430105J06Rik,-0.076312063,0.99999707
Rnf34,0.0214447,0.99999707
Gm12058,0.124416411,0.969200375
Gm43658,-0.056929938,0.99999707
Gm7542,0.043057183,0.99999707
Il4ra,-0.030772445,0.99999707
RP24-97K3.3,0.018603592,0.99999707
Zcchc24,-0.006415703,0.99999707
Gpbar1,0.10376636,0.888867122
Mocos,0.050537105,0.99999707
Gm8643,-0.086867952,0.99999707
Cox4i2,0.030588708,0.99999707
Bola3,0.007426575,0.99999707
Gm13176,0.144379708,0.55193618
Wnt10b,0.037168835,0.99999707
Med26,-0.023874844,0.99999707
Crlf3,-0.164498524,0.583920039
Uevld,0.050177413,0.99999707
1700124L16Rik,0.053733669,0.99999707
Slc9a3r1,0.033449269,0.99999707
D230025D16Rik,0.039602189,0.99999707
Gm13549,0.028480959,0.99999707
Cntnap1,0.125183761,0.975678505
Gm13666,-0.036977324,0.99999707
Gm13348,0.037417755,0.99999707
G2e3,0.001613459,0.99999707
Gm23772,-0.037875955,0.99999707
Fcgr4,-0.033117552,0.99999707
Pigv,0.016198397,0.99999707
RP24-175C20.19,-0.052152753,0.99999707
Scn8a,-0.022932077,0.99999707
Brdt,0.01389067,0.99999707
Uck1,-0.07379497,0.99999707
Gm26616,0.014920558,0.99999707
Pxn,-0.271494384,0.004246337
Hnrnpul1,0.001397096,0.99999707
Slc6a9,0.059020428,0.99999707
Atp13a3,0.00583169,0.99999707
Bend7,-0.04206981,0.99999707
Bcar3,0.056788834,0.99999707
Sulf2,-0.105841144,0.906450989
Phf11d,0.073298996,0.99999707
Ndrg1,-0.004655918,0.99999707
RP23-478P10.3,-0.022748226,0.99999707
Gm37979,0.06866335,0.99999707
Grk3,-0.043117831,0.99999707
Ndufa7,-0.031936187,0.99999707
Sowaha,-0.00244758,0.99999707
Ufd1l,-0.027914936,0.99999707
